conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username,clean_text,tokens_context,inset_score,inset_sentiment,matched_words
2.07e+18,2026-06-14T12:16:49.000Z,0,ini spx kalo minggu emang tutup yah mint 💔 @ShopeeCare @ShopeeID,2.07e+18,,,in,,0,1,0,https://x.com/meowbiuu/status/2066132751473160700,1.64e+18,meowbiuu,ini spx kalau minggu memang tutup yah mint,"['ini', 'spx', 'kalau', 'minggu', 'memang', 'tutup', 'yah', 'mint']",-5.0,Negative,3
2.07e+18,2026-06-14T12:07:17.000Z,0,"@ShopeeCare Tolong😭 aku salah top up shopee ke nokor orang lain, nomornya ditelfon gak aktif 
@ShopeeCare @ShopeeID",2.07e+18,,Macchiatolalala,in,,0,2,0,https://x.com/Macchiatolalala/status/2066130353069473806,1526201624.0,Macchiatolalala,tolong aku salah top up shopee ke nokor orang lain nomornya ditelfon tidak_aktif,"['tolong', 'aku', 'salah', 'top', 'up', 'shopee', 'ke', 'nokor', 'orang', 'lain', 'nomornya', 'ditelfon', 'tidak aktif']",-6.0,Negative,5
2.07e+18,2026-06-14T03:58:11.000Z,0,Min @ShopeeCare kalau keterangannya gini berarti bisa kartu debit &amp; kredit atau hanya bisa pakai kartu kredit aja ya? https://t.co/t3yrBgLvtJ,2.07e+18,https://pbs.twimg.com/media/HKvuqMWbgAAk7SA.jpg,,in,,0,2,0,https://x.com/dansetyabudi/status/2066007264939630628,1359298538.0,dansetyabudi,min kalau keterangannya begini berarti bisa kartu debit amp kredit atau hanya bisa pakai kartu kredit saja ya,"['min', 'kalau', 'keterangannya', 'begini', 'berarti', 'bisa', 'kartu', 'debit', 'amp', 'kredit', 'atau', 'hanya', 'bisa', 'pakai', 'kartu', 'kredit', 'saja', 'ya']",-3.0,Negative,6
2.07e+18,2026-06-14T03:31:59.000Z,0,@yajujdanmajuj @MediaKonsumenID @ShopeeID @ShopeeCare Di tokped yang jual palsu bahkan pake label mall. Makanya kayaknya kemarin sempet rame ada toko label mall (antara onitsuka atau asics) dinon-aktifkan karena rupanya bukan official,2.07e+18,,yajujdanmajuj,in,,0,1,0,https://x.com/niwidyaningrum/status/2066000673049862594,60257068.0,niwidyaningrum,di tokopedia yang jual palsu bahkan pakai label mall makanya sepertinya kemarin sempet rame ada toko label mall antara onitsuka atau asics dinon aktifkan karena rupanya bukan_official,"['di', 'tokopedia', 'yang', 'jual', 'palsu', 'bahkan', 'pakai', 'label', 'mall', 'makanya', 'sepertinya', 'kemarin', 'sempet', 'rame', 'ada', 'toko', 'label', 'mall', 'antara', 'onitsuka', 'atau', 'asics', 'dinon', 'aktifkan', 'karena', 'rupanya', 'bukan official']",-14.0,Negative,6
1.82e+18,2026-06-14T02:58:15.000Z,0,"@ShopeeCare Hati hati belanja di sophee, beli kloset duduk pakai packing kayu hancur, komplain di aplikasi dipersulit disuruh antar barang hancur sendiri ke kantor expedisi nya JNE trucking entah di mana. Uang saya malah hilang tidak jelas, waktu habis percuma tiap hari chat sama cs sophee https://t.co/R9c7lZ96Md",2.07e+18,https://pbs.twimg.com/media/HKvg3DXaUAAmDnV.jpg,ShopeeCare,in,,0,2,0,https://x.com/umarsaid7227/status/2065992185275933041,2.02e+18,umarsaid7227,hati hati belanja di sophee beli kloset duduk pakai packing kayu hancur keluhan di aplikasi dipersulit disuruh antar barang hancur sendiri ke kantor expedisi nya jne trucking entah di mana uang saya malah hilang tidak_jelas waktu habis percuma tiap hari chat sama cs sophee,"['hati', 'hati', 'belanja', 'di', 'sophee', 'beli', 'kloset', 'duduk', 'pakai', 'packing', 'kayu', 'hancur', 'keluhan', 'di', 'aplikasi', 'dipersulit', 'disuruh', 'antar', 'barang', 'hancur', 'sendiri', 'ke', 'kantor', 'expedisi', 'nya', 'jne', 'trucking', 'entah', 'di', 'mana', 'uang', 'saya', 'malah', 'hilang', 'tidak jelas', 'waktu', 'habis', 'percuma', 'tiap', 'hari', 'chat', 'sama', 'cs', 'sophee']",-33.0,Negative,15
2.07e+18,2026-06-14T01:43:52.000Z,0,"@taebong_ @ShopeePay_ID Haii kak taebong_ , maaf ya udh bikin km kecewa terkait kendalamu . Biar bisa Aku bantu cek kendalanya infoin ke aku Username , SS kendala dan detail kendala kakak boleh colek Aku di DM @ShopeeCare  ya kak. Ditunggu ^RS",2.07e+18,,taebong_,in,,0,0,0,https://x.com/ShopeeCare/status/2065973462666195452,3410708592.0,ShopeeCare,haii kakak taebong_ maaf ya sudah buat kamu kecewa terkait kendalamu biar bisa aku bantu cek kendalanya informasikan ke aku username screenshot kendala dan detail kendala kakak boleh colek aku di pesan langsung ya kakak menunggu rs,"['haii', 'kakak', 'taebong ', 'maaf', 'ya', 'sudah', 'buat', 'kamu', 'kecewa', 'terkait', 'kendalamu', 'biar', 'bisa', 'aku', 'bantu', 'cek', 'kendalanya', 'informasikan', 'ke', 'aku', 'username', 'screenshot', 'kendala', 'dan', 'detail', 'kendala', 'kakak', 'boleh', 'colek', 'aku', 'di', 'pesan', 'langsung', 'ya', 'kakak', 'menunggu', 'rs']",-12.0,Negative,17
2.07e+18,2026-06-14T01:42:26.000Z,0,@its_belllla @ShopeeCare eh akun bodong dilarang komen ya ajg gua gak nanya lu,2.07e+18,,its_belllla,in,,0,0,0,https://x.com/Ciaachi1/status/2065973103935770848,2.02e+18,Ciaachi1,eh akun bodong dilarang komen ya ajg saya tidak_bertanya kamu,"['eh', 'akun', 'bodong', 'dilarang', 'komen', 'ya', 'ajg', 'saya', 'tidak bertanya', 'kamu']",-2.0,Negative,3
2.07e+18,2026-06-14T01:41:29.000Z,0,@mumun664767 @ShopeeCare YEHHH PRET PENIPUAN,2.07e+18,,mumun664767,in,,0,0,0,https://x.com/Ciaachi1/status/2065972863816139102,2.02e+18,Ciaachi1,yehh pret penipuan,"['yehh', 'pret', 'penipuan']",0.0,Neutral,0
2.07e+18,2026-06-14T00:51:37.000Z,0,"@ShopeeCare @ShopeePay_ID Udah nunggu lebih dari 1x24 jam sesuai arahan CS  + isi form tapi uang aku masih ketahan nyangkut disini, bagaimana solusinya ? tolong tindak lanjutnya segeraaa 😔",2.07e+18,,ShopeeCare,in,,0,2,0,https://x.com/taebong_/status/2065960315846828527,183160514.0,taebong_,sudah menunggu lebih dari 1x24 jam sesuai arahan cs isi form tapi uang aku masih ketahan nyangkut disini bagaimana solusinya tolong tindak lanjutnya segeraa,"['sudah', 'menunggu', 'lebih', 'dari', '1x24', 'jam', 'sesuai', 'arahan', 'cs', 'isi', 'form', 'tapi', 'uang', 'aku', 'masih', 'ketahan', 'nyangkut', 'disini', 'bagaimana', 'solusinya', 'tolong', 'tindak', 'lanjutnya', 'segeraa']",-12.0,Negative,10
2.07e+18,2026-06-14T00:33:15.000Z,0,Gendeng iki shopee wong aku cuma jualan sabun batang kok pemalsuan pesanan ki opoo stressss @ShopeeCare https://t.co/yEydMYFnCC,2.07e+18,https://pbs.twimg.com/media/HKu_wPNbcAAIrTT.jpg,,in,,0,1,0,https://x.com/nutellakejuw/status/2065955694600450170,548124430.0,nutellakejuw,gendeng iki shopee wong aku cuma jualan sabun batang pemalsuan pesanan ki opoo stress,"['gendeng', 'iki', 'shopee', 'wong', 'aku', 'cuma', 'jualan', 'sabun', 'batang', 'pemalsuan', 'pesanan', 'ki', 'opoo', 'stress']",-14.0,Negative,6
2.06e+18,2026-06-13T21:23:30.000Z,0,@chells_yaa @JazelynN70699 @ShopeeCare @ShopeeID udah sampe belum ka,2.07e+18,,chells_yaa,in,,0,2,0,https://x.com/sweetypiee42/status/2065907940436152698,1.33e+18,sweetypiee42,_s_u_d_a_h_ _s_a_m_p_a_i_ belum_kakak,"[' s u d a h ', ' s a m p a i ', 'belum kakak']",0.0,Neutral,0
2.07e+18,2026-06-13T16:11:41.000Z,0,@ShopeeCare @ShopeeID di dm ya min?,2.07e+18,,ShopeeCare,in,,0,1,0,https://x.com/jauhjauhkamuu/status/2065829471454933142,1.36e+18,jauhjauhkamuu,di pesan langsung ya min,"['di', 'pesan', 'langsung', 'ya', 'min']",4.0,Positive,3
2.07e+18,2026-06-13T15:55:38.000Z,0,"@shobas_tian @ShopeeCare @Shopee_Expres Hai kak shobas_tian , maaf ya buat nunggu, Aku akan meluncur ke DM kamu yaa kak, mohon kesediannya untuk menunggu. terima kasih ^KY",2.07e+18,,shobas_tian,in,,0,0,0,https://x.com/ShopeeID/status/2065825430020796691,2983890506.0,ShopeeID,hai kakak shobas_tian maaf ya untuk menunggu aku akan meluncur ke pesan langsung kamu ya kakak mohon kesediannya untuk menunggu _t_e_r_i_m_a_ _k_a_s_i_h_ kayak,"['hai', 'kakak', 'shobas tian', 'maaf', 'ya', 'untuk', 'menunggu', 'aku', 'akan', 'meluncur', 'ke', 'pesan', 'langsung', 'kamu', 'ya', 'kakak', 'mohon', 'kesediannya', 'untuk', 'menunggu', ' t e r i m a ', ' k a s i h ', 'kayak']",-4.0,Negative,11
2.07e+18,2026-06-13T15:42:39.000Z,0,"@yajujdanmajuj @MediaKonsumenID @ShopeeID @ShopeeCare Ajukan pengembalian sesuai kondisi awal, no video no pictures.",2.07e+18,,yajujdanmajuj,in,,0,0,0,https://x.com/Cosxminsin/status/2065822162838241731,1.02e+18,Cosxminsin,ajukan pengembalian sesuai kondisi awal nomor video nomor pictures,"['ajukan', 'pengembalian', 'sesuai', 'kondisi', 'awal', 'nomor', 'video', 'nomor', 'pictures']",1.0,Positive,2
2.07e+18,2026-06-13T15:26:08.000Z,0,"@ShopeeID @ShopeeCare biannolshop_ ,itu sudah 4 bulan tidak bisa dipakai setiap bulan begitu https://t.co/4VyR6aThGA",2.07e+18,https://pbs.twimg.com/media/HKtChNvbkAA9aiH.jpg,ShopeeID,in,,0,1,0,https://x.com/bp_bryan/status/2065818004680781946,558797895.0,bp_bryan,biannolshop_ itu sudah 4 bulan tidak_bisa dipakai setiap bulan begitu,"['biannolshop ', 'itu', 'sudah', 'bulan', 'tidak bisa', 'dipakai', 'setiap', 'bulan', 'begitu']",-6.0,Negative,4
2.07e+18,2026-06-13T15:17:20.000Z,1,@yajujdanmajuj @MediaKonsumenID @ShopeeID @ShopeeCare tapi Shopee tu mihak pembeli bgt bg😂. salah satu alasan gw pindah ke shopee ya gitu,2.07e+18,,yajujdanmajuj,in,,0,0,0,https://x.com/jilanjaisy/status/2065815793422799036,1.6e+18,jilanjaisy,tapi shopee tu mihak pembeli banget bg salah satu alasan saya pindah ke shopee ya begitu,"['tapi', 'shopee', 'tu', 'mihak', 'pembeli', 'banget', 'bg', 'salah', 'satu', 'alasan', 'saya', 'pindah', 'ke', 'shopee', 'ya', 'begitu']",-4.0,Negative,7
2.07e+18,2026-06-13T15:11:25.000Z,0,@ShopeeCare woi ini knp seller centernya gak bisa diload min https://t.co/Vc2le8ecpe,2.07e+18,https://pbs.twimg.com/media/HKs_KAAaoAAsSre.jpg,ShopeeCare,in,,0,1,0,https://x.com/hanyiehae/status/2065814301164839007,1.76e+18,hanyiehae,woi ini kenapa seller centernya tidak_bisa diload min,"['woi', 'ini', 'kenapa', 'seller', 'centernya', 'tidak bisa', 'diload', 'min']",0.0,Neutral,0
2.07e+18,2026-06-13T14:45:49.000Z,0,@ShopeeCare balas dm,2.07e+18,,ShopeeCare,in,,0,2,0,https://x.com/deviamrp/status/2065807859850567804,2797477399.0,deviamrp,balas pesan langsung,"['balas', 'pesan', 'langsung']",-3.0,Negative,3
2.07e+18,2026-06-13T14:15:46.000Z,1,"@bp_bryan Hi kak bp_bryan , maaf ya sudah buat kmu khawatir terkait kendala yang kakka alami. Agar bisa aku bantu, infoin ke aku detail kendala kamu dan sreenshot kendala kamu ke aku melalui resmi X @ShopeeID/@ShopeeCare yaa. Stay safe ^NV",2.07e+18,,bp_bryan,in,,0,1,0,https://x.com/ShopeeID/status/2065800299353436162,2983890506.0,ShopeeID,hi kakak bp_bryan maaf ya sudah untuk kamu khawatir terkait kendala yang kakka alami agar bisa aku bantu informasikan ke aku detail kendala kamu dan screenshot kendala kamu ke aku melalui resmi x ya _s_t_a_y_ _s_a_f_e_ nv,"['hi', 'kakak', 'bp bryan', 'maaf', 'ya', 'sudah', 'untuk', 'kamu', 'khawatir', 'terkait', 'kendala', 'yang', 'kakka', 'alami', 'agar', 'bisa', 'aku', 'bantu', 'informasikan', 'ke', 'aku', 'detail', 'kendala', 'kamu', 'dan', 'screenshot', 'kendala', 'kamu', 'ke', 'aku', 'melalui', 'resmi', 'ya', ' s t a y ', ' s a f e ', 'nv']",-15.0,Negative,17
2.07e+18,2026-06-13T14:02:19.000Z,0,@ShopeeCare @Shopee_Expres @ShopeeID Saya sudah dm,2.07e+18,,ShopeeCare,in,,0,2,0,https://x.com/shobas_tian/status/2065796913673503164,1334220572.0,shobas_tian,saya sudah pesan langsung,"['saya', 'sudah', 'pesan', 'langsung']",-5.0,Negative,4
2.07e+18,2026-06-13T13:16:46.000Z,2,"@adit88088 @ShopeeID @YLKI_ID Semoga kasus ini ditindaklanjuti dengan adil. Barang hilang seharusnya menjadi tanggung jawab pihak ekspedisi / SPX dan penggantian tidak hanya berdasarkan ongkir, tetapi juga mempertimbangkan nilai barang yang hilang. @ShopeeCare @ShopeeID",2.07e+18,,adit88088,in,,0,0,0,https://x.com/diameler/status/2065785451437506723,1.46e+18,diameler,semoga kasus ini ditindaklanjuti dengan adil barang hilang seharusnya menjadi tanggung jawab pihak ekspedisi spx dan penggantian tidak_hanya berdasarkan ongkos kirim tetapi juga mempertimbangkan nilai barang yang hilang,"['semoga', 'kasus', 'ini', 'ditindaklanjuti', 'dengan', 'adil', 'barang', 'hilang', 'seharusnya', 'menjadi', 'tanggung', 'jawab', 'pihak', 'ekspedisi', 'spx', 'dan', 'penggantian', 'tidak hanya', 'berdasarkan', 'ongkos', 'kirim', 'tetapi', 'juga', 'mempertimbangkan', 'nilai', 'barang', 'yang', 'hilang']",-26.0,Negative,11
2.07e+18,2026-06-13T12:43:47.000Z,0,"halo, @ShopeeCare. saya mau cetak resi, tapi kayak begini terus.. ini kenapa, ya? udah 10 menit lebih, nggak keluar juga nomer resinya. mohon bantuannya ya. https://t.co/WlvWOSxmDF",2.07e+18,https://pbs.twimg.com/media/HKsdXEpbsAEU_cD.jpg,,in,,0,0,0,https://x.com/duingy/status/2065777148577878521,7.84e+17,duingy,halo saya mau cetak nomor resi tapi seperti begini terus ini kenapa ya sudah 10 menit lebih tidak_keluar juga nomor nomor resi mohon bantuannya ya,"['halo', 'saya', 'mau', 'cetak', 'nomor', 'resi', 'tapi', 'seperti', 'begini', 'terus', 'ini', 'kenapa', 'ya', 'sudah', '10', 'menit', 'lebih', 'tidak keluar', 'juga', 'nomor', 'nomor', 'resi', 'mohon', 'bantuannya', 'ya']",0.0,Neutral,10
2.07e+18,2026-06-13T12:22:02.000Z,0,"@shobas_tian @Shopee_Expres @ShopeeID Hi kak shobas_tian maaf bikin resah mengenai pesanan kakak belum diterima. Agar aku bisa bantu lebih lanjut boleh infoin detail kendala, no pesanan dan username ke DM @ShopeeCare. Terima kasih^NK",2.07e+18,,shobas_tian,in,,0,1,0,https://x.com/ShopeeCare/status/2065771674671448158,3410708592.0,ShopeeCare,hi kakak shobas_tian maaf buat resah mengenai pesanan kakak belum_diterima agar aku bisa bantu lebih lanjut boleh informasikan detail kendala nomor pesanan dan username ke pesan langsung _t_e_r_i_m_a_ _k_a_s_i_h_ nk,"['hi', 'kakak', 'shobas tian', 'maaf', 'buat', 'resah', 'mengenai', 'pesanan', 'kakak', 'belum diterima', 'agar', 'aku', 'bisa', 'bantu', 'lebih', 'lanjut', 'boleh', 'informasikan', 'detail', 'kendala', 'nomor', 'pesanan', 'dan', 'username', 'ke', 'pesan', 'langsung', ' t e r i m a ', ' k a s i h ', 'nk']",-14.0,Negative,13
2.07e+18,2026-06-13T12:04:04.000Z,0,@saminkarto @yajujdanmajuj @MediaKonsumenID @ShopeeID @ShopeeCare Ya elunya aja yg tolol belinya ditoko yg ada embel2 mallnya idiot wkwkwk,2.07e+18,,saminkarto,in,,0,0,0,https://x.com/zipper_clutch/status/2065767153404645745,1.58e+18,zipper_clutch,ya elunya saja yang tolol belinya ditoko yang ada embel2 mallnya idiot wkwkwk,"['ya', 'elunya', 'saja', 'yang', 'tolol', 'belinya', 'ditoko', 'yang', 'ada', 'embel2', 'mallnya', 'idiot', 'wkwkwk']",-19.0,Negative,8
